X,Label,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Replicate,Generation,Line
196,batch6.jpeg,0.573,1.607,0.454,90.35,0.491,1.63,827,1671,87.207,0.457,3.541,0.282,0.907,826,1589,R1,G4,Control
1746,Large 6.jpg,0.636,1.694,0.478,2.125,0.491,1.667,2173,2513,178.55,0.474,3.547,0.282,0.946,2300,2486,R1,G3,Large_responce
336,batch4.jpeg,0.683,1.754,0.496,88.063,0.491,1.785,395,1860,86.673,0.518,3.539,0.283,0.9,398,1774,R1,G7,Control
96,batch6.jpeg,0.622,1.674,0.473,90.865,0.491,1.668,402,856,88.636,0.476,3.539,0.283,0.923,402,772,R1,G4,Control
439,Control 2.jpg,0.599,1.641,0.465,6.608,0.491,1.625,1083,2304,8.691,0.465,3.533,0.283,0.954,1207,2266,R1,G2,Control
119,batch1.jpg,0.83,1.933,0.546,5.479,0.491,1.925,394,1025,7.162,0.537,3.539,0.283,0.961,538,985,R1,G6,Control
1148,Control 1.jpg,0.79,1.88,0.535,1.113,0.491,1.855,3364,2201,3.478,0.532,3.517,0.284,0.947,3400,2168,R1,G2,Control
263,batch1.jpeg,0.599,1.636,0.466,84.185,0.491,1.689,680,1372,82.147,0.486,3.511,0.285,0.884,691,1285,R1,G7,Control
259,Control 3.jpg,0.935,2.043,0.583,175.157,0.491,2.015,3732,2584,174.627,0.58,3.506,0.285,0.952,3788,2563,R1,G3,Control
516,batch6.jpeg,0.909,2.014,0.575,85.188,0.491,2.043,1000,1419,85.38,0.569,3.502,0.286,0.916,1006,1320,R1,G7,Large_responce
27,batch3.jpeg,0.73,1.804,0.515,175.816,0.491,1.805,903,267,172.875,0.524,3.502,0.286,0.923,912,260,R1,G4,Control
586,Control 2.jpg,0.687,1.746,0.501,174.257,0.491,1.728,2037,806,171.404,0.503,3.485,0.287,0.935,2091,790,R1,G3,Control
256,Control 3.jpg,0.863,1.957,0.561,178.041,0.491,1.948,3268,2564,173.853,0.576,3.487,0.287,0.944,3308,2547,R1,G3,Control
432,batch6.jpeg,0.819,1.901,0.549,96.822,0.491,1.937,604,816,99.162,0.566,3.465,0.289,0.882,604,816,R1,G7,Large_responce
256,batch2.jpeg,0.697,1.754,0.506,93.156,0.491,1.791,1084,1138,98.499,0.509,3.465,0.289,0.91,1084,1138,R1,G4,Control
543,Control 5.jpg,0.624,1.656,0.48,172.164,0.491,1.623,1859,882,169.469,0.485,3.448,0.29,0.94,1870,869,R1,G2,Control
237,Control 2.jpg,0.794,1.863,0.543,177.78,0.491,1.832,2317,360,178.72,0.538,3.434,0.291,0.947,2374,338,R1,G2,Control
1396,Control 7.jpg,0.882,1.964,0.572,2.084,0.491,1.915,2671,2346,6.442,0.57,3.433,0.291,0.953,2820,2310,R1,G2,Control
474,batch2.jpeg,0.589,1.601,0.468,79.751,0.491,1.614,874,663,74.827,0.473,3.42,0.292,0.905,888,604,R1,G5,Large_responce
788,Control 4.jpg,0.656,1.691,0.494,2.951,0.491,1.673,2733,855,175.44,0.511,3.425,0.292,0.936,2859,822,R1,G2,Control
183,batch5.jpeg,0.626,1.648,0.484,91.911,0.491,1.677,207,1032,93.489,0.487,3.406,0.294,0.919,207,1032,R1,G4,Control
1733,batch5.jpeg,0.678,1.709,0.505,88.236,0.491,1.7,354,1161,86.634,0.519,3.384,0.296,0.919,354,1076,R1,G6,Large_responce
750,batch2.jpg,0.727,1.757,0.527,2.218,0.491,1.741,2267,2632,1.975,0.521,3.335,0.3,0.949,2392,2599,R1,G6,Control
583,batch2.jpeg,0.577,1.543,0.476,94.035,0.491,1.604,1164,804,95.505,0.5,3.238,0.309,0.906,1164,804,R1,G7,Control
59,batch1.jpeg,0.772,1.771,0.555,95.164,0.491,1.789,1142,512,98.499,0.553,3.191,0.313,0.925,1142,512,R1,G4,Large_responce
632,batch5.jpeg,0.696,1.67,0.53,89.873,0.491,1.788,718,1488,94.653,0.539,3.148,0.318,0.856,718,1488,R1,G7,Control
779,control_10.jpg,0.611,1.555,0.501,85.714,0.491,1.603,863,796,80.838,0.594,3.108,0.322,0.79,870,734,R1,G1,Control
784,control_10.jpg,0.417,1.503,0.354,90.92,0.492,1.458,809,810,94.014,0.357,4.248,0.235,0.942,809,810,R1,G1,Control
783,control_10.jpg,0.416,1.502,0.353,90.814,0.492,1.465,709,767,97.001,0.332,4.257,0.235,0.947,709,767,R1,G1,Control
529,control_3.jpg,0.568,1.752,0.413,83.517,0.492,1.687,539,1345,79.54,0.417,4.24,0.236,0.934,544,1280,R1,G1,Control
1882,batch8.jpeg,0.975,2.274,0.546,179.955,0.492,2.195,1358,203,176.553,0.528,4.166,0.24,0.958,1400,195,R1,G5,Large_responce
1554,control_11.jpg,0.667,1.873,0.454,97.196,0.492,1.812,314,135,99.728,0.472,4.129,0.242,0.929,314,135,R1,G1,Control
53,batch5.jpeg,0.839,2.101,0.509,88.336,0.492,2.024,961,423,84.753,0.494,4.13,0.242,0.96,968,325,R1,G7,Large_responce
1319,control_5.jpg,0.715,1.937,0.47,94.33,0.492,1.859,198,469,98.686,0.48,4.122,0.243,0.938,198,469,R1,G1,Control
253,control_batch_02.jpg,0.409,1.462,0.356,169.275,0.492,1.417,702,412,166.464,0.366,4.105,0.244,0.917,708,409,R1,G1,Control
323,batch2.jpeg,0.908,2.175,0.531,94.337,0.492,2.11,285,118,98.637,0.531,4.095,0.244,0.949,285,118,R1,G5,Large_responce
1315,control_5.jpg,0.47,1.563,0.383,81.854,0.492,1.536,857,504,78.503,0.393,4.079,0.245,0.927,868,445,R1,G1,Control
1114,control_6.jpg,0.508,1.622,0.399,76.97,0.492,1.572,625,1248,76.866,0.412,4.067,0.246,0.924,634,1188,R1,G1,Control
775,batch2.jpeg,0.835,2.078,0.512,50.597,0.492,2.025,313,1867,53.017,0.536,4.061,0.246,0.924,368,1785,R1,G6,Large_responce
649,batch3.jpeg,0.778,2.007,0.494,84.925,0.492,1.963,354,116,82.694,0.497,4.065,0.246,0.939,363,38,R1,G7,Large_responce
9,batch7.jpeg,0.869,2.122,0.522,96.177,0.492,2.059,775,100,97.815,0.53,4.067,0.246,0.949,775,100,R1,G7,Large_responce
440,batch2.jpeg,0.754,1.975,0.486,92.097,0.492,1.932,604,499,93.918,0.475,4.065,0.246,0.952,604,499,R1,G5,Large_responce
241,batch1.jpeg,0.565,1.705,0.422,87.56,0.492,1.674,430,1189,83.66,0.42,4.045,0.247,0.937,433,1126,R1,G5,Large_responce
684,control_9.jpg,0.612,1.778,0.438,82.497,0.492,1.744,1002,1291,84.123,0.443,4.056,0.247,0.938,1008,1223,R1,G1,Control
3,batch1.jpeg,0.818,2.055,0.507,82.472,0.492,2.001,384,222,81.656,0.508,4.056,0.247,0.942,392,147,R1,G5,Large_responce
1551,control_11.jpg,0.375,1.389,0.344,102.518,0.492,1.35,198,131,105.35,0.362,4.039,0.248,0.914,198,131,R1,G1,Control
1510,control_7.jpg,0.367,1.37,0.341,101.435,0.492,1.347,762,1081,99.819,0.35,4.015,0.249,0.921,762,1081,R1,G1,Control
668,control_9.jpg,0.684,1.871,0.465,99.153,0.492,1.787,555,1061,99.866,0.474,4.023,0.249,0.937,555,1061,R1,G1,Control
265,control_batch_02.jpg,0.533,1.646,0.412,169.407,0.492,1.607,458,482,169.939,0.436,3.997,0.25,0.911,465,478,R1,G1,Control
779,batch3.jpeg,0.623,1.78,0.446,95.499,0.492,1.738,273,1441,96.044,0.457,3.994,0.25,0.935,273,1441,R1,G4,Large_responce
863,batch3.jpeg,0.735,1.935,0.483,87.746,0.492,1.886,575,870,83.571,0.475,4.002,0.25,0.956,573,799,R1,G5,Large_responce
1681,control_11.jpg,0.744,1.944,0.487,9.744,0.492,1.877,277,1505,11.768,0.509,3.991,0.251,0.925,321,1485,R1,G1,Control
304,batch1.jpeg,0.864,2.092,0.526,97.176,0.492,2.036,179,1422,99.707,0.536,3.978,0.251,0.93,179,1422,R1,G5,Large_responce
1528,batch5.jpeg,1.069,2.328,0.585,89.139,0.492,2.273,593,1391,92.663,0.581,3.981,0.251,0.942,593,1391,R1,G5,Large_responce
728,batch2.jpeg,0.827,2.049,0.514,88.931,0.492,1.983,615,1668,85.38,0.519,3.987,0.251,0.949,612,1569,R1,G6,Large_responce
1499,batch4.jpeg,0.911,2.145,0.541,91.941,0.492,2.084,1271,1654,94.946,0.553,3.968,0.252,0.946,1271,1654,R1,G6,Large_responce
353,batch2.jpeg,0.816,2.031,0.511,89.963,0.492,1.978,939,173,94.343,0.499,3.974,0.252,0.949,939,173,R1,G7,Large_responce
565,batch6.jpeg,0.852,2.074,0.523,88.737,0.492,2.019,1098,1690,86.496,0.514,3.965,0.252,0.952,1094,1592,R1,G7,Large_responce
1992,batch8.jpeg,0.708,1.889,0.477,166.458,0.492,1.864,908,862,164.389,0.499,3.959,0.253,0.924,911,858,R1,G5,Large_responce
1641,C5.jpeg,0.633,1.786,0.451,92.591,0.492,1.733,910,502,95.194,0.458,3.957,0.253,0.933,910,502,R1,G5,Control
333,batch2.jpeg,0.625,1.773,0.449,93.027,0.492,1.737,104,94,97.431,0.449,3.952,0.253,0.942,104,94,R1,G7,Large_responce
1440,batch5.jpeg,0.797,2.004,0.507,88.497,0.492,1.96,672,1027,85.365,0.502,3.955,0.253,0.949,676,953,R1,G5,Large_responce
1961,batch8.jpeg,0.843,2.054,0.522,120.712,0.492,1.998,556,660,119.275,0.553,3.932,0.254,0.923,558,659,R1,G5,Large_responce
925,batch3.jpeg,0.798,1.999,0.508,63.156,0.492,1.954,207,1364,65.072,0.525,3.936,0.254,0.928,236,1293,R1,G7,Large_responce
1146,C4.jpeg,0.554,1.666,0.423,94.037,0.492,1.648,674,174,91.818,0.431,3.937,0.254,0.938,674,174,R1,G5,Control
18,batch6.jpeg,0.755,1.944,0.494,93.173,0.492,1.904,835,183,95.553,0.499,3.934,0.254,0.938,835,183,R1,G5,Control
342,batch6.jpeg,0.87,2.088,0.53,90.729,0.492,2.039,1269,303,92.891,0.535,3.938,0.254,0.944,1269,303,R1,G7,Large_responce
350,batch5.jpeg,0.82,2.028,0.515,95.128,0.492,1.985,1178,136,97.199,0.526,3.939,0.254,0.945,1178,136,R1,G7,Control
1605,batch5.jpeg,0.991,2.23,0.566,91.93,0.492,2.159,1013,421,92.651,0.574,3.942,0.254,0.949,1013,421,R1,G6,Large_responce
1091,batch4.jpeg,0.51,1.596,0.407,83.328,0.492,1.58,651,761,84.56,0.413,3.921,0.255,0.916,654,698,R1,G7,Large_responce
1141,control_6.jpg,0.757,1.945,0.496,29.715,0.492,1.895,569,1444,27.255,0.5,3.923,0.255,0.924,621,1403,R1,G1,Control
824,batch3.jpeg,0.638,1.784,0.455,85.715,0.492,1.748,1049,674,85.668,0.457,3.92,0.255,0.925,1053,608,R1,G5,Large_responce
1081,batch4.jpeg,0.495,1.571,0.401,86.419,0.492,1.574,504,702,87.274,0.412,3.917,0.255,0.929,506,639,R1,G7,Large_responce
836,batch3.jpeg,0.656,1.811,0.461,84.087,0.492,1.779,823,951,85.17,0.462,3.924,0.255,0.931,826,880,R1,G7,Large_responce
1521,batch4.jpeg,0.839,2.048,0.522,88.2,0.492,2.002,1126,1774,94.004,0.519,3.927,0.255,0.945,1126,1774,R1,G6,Large_responce
174,C1.jpeg,0.587,1.711,0.437,92.007,0.492,1.686,346,688,97.125,0.418,3.915,0.255,0.952,346,688,R1,G5,Control
362,batch1.jpeg,0.66,1.816,0.463,91.992,0.492,1.788,715,1800,93.772,0.471,3.922,0.255,0.953,715,1800,R1,G4,Control
1282,control_5.jpg,0.542,1.641,0.42,80.105,0.492,1.599,185,189,81.741,0.443,3.904,0.256,0.901,191,127,R1,G1,Control
769,batch3.jpeg,0.778,1.967,0.503,86.822,0.492,1.948,990,591,91.469,0.513,3.91,0.256,0.921,990,591,R1,G7,Large_responce
656,batch2.jpeg,0.712,1.881,0.482,90.589,0.492,1.862,717,1238,94.304,0.479,3.899,0.256,0.926,717,1238,R1,G6,Large_responce
37,batch1.jpeg,0.713,1.884,0.482,89.311,0.492,1.864,919,331,85.083,0.479,3.91,0.256,0.938,926,238,R1,G6,Large_responce
2001,batch8.jpeg,0.841,2.045,0.524,1.546,0.492,2.009,1261,925,176.987,0.528,3.904,0.256,0.944,1277,919,R1,G5,Large_responce
817,batch3.jpeg,0.788,1.98,0.507,89.347,0.492,1.94,1227,302,86.46,0.499,3.909,0.256,0.945,1232,205,R1,G6,Large_responce
602,batch2.jpeg,0.708,1.879,0.48,87.033,0.492,1.828,757,1110,83.729,0.474,3.913,0.256,0.947,766,1019,R1,G6,Large_responce
1074,Large 2.jpg,0.609,1.742,0.445,177.173,0.492,1.704,2876,1394,175.03,0.444,3.911,0.256,0.952,2928,1378,R1,G3,Large_responce
807,batch3.jpeg,0.811,2.007,0.514,91.278,0.492,1.961,997,1671,95.356,0.508,3.903,0.256,0.954,997,1671,R1,G4,Large_responce
302,control_batch_02.jpg,0.338,1.293,0.333,164.329,0.492,1.267,958,687,161.2,0.35,3.885,0.257,0.9,963,684,R1,G1,Control
302,batch1.jpeg,0.635,1.774,0.456,55.927,0.492,1.738,512,1465,57.907,0.478,3.894,0.257,0.915,544,1406,R1,G7,Large_responce
1202,control_8.jpg,0.58,1.696,0.435,78.562,0.492,1.671,678,764,82.983,0.448,3.895,0.257,0.917,684,699,R1,G1,Control
1780,C5.jpeg,0.744,1.922,0.493,97.607,0.492,1.894,702,946,96.34,0.505,3.897,0.257,0.922,702,946,R1,G5,Control
1855,batch5.jpeg,0.761,1.942,0.499,76.095,0.492,1.909,156,1809,74.219,0.518,3.894,0.257,0.927,173,1717,R1,G6,Large_responce
366,batch1.jpeg,0.816,2.011,0.517,67.866,0.492,1.954,412,1829,68.416,0.537,3.891,0.257,0.93,442,1738,R1,G6,Large_responce
719,batch3.jpeg,0.907,2.118,0.545,93.728,0.492,2.094,646,205,95.064,0.561,3.884,0.257,0.934,646,205,R1,G5,Large_responce
1167,batch5.jpeg,0.752,1.931,0.496,93.9,0.492,1.877,246,315,94.351,0.511,3.893,0.257,0.94,246,315,R1,G4,Large_responce
427,batch2.jpeg,0.855,2.056,0.529,90.407,0.492,2.026,993,544,93.532,0.524,3.884,0.257,0.94,993,544,R1,G7,Large_responce
81,batch1.jpeg,0.903,2.116,0.544,88.76,0.492,2.045,308,468,95.042,0.559,3.891,0.257,0.944,308,468,R1,G6,Large_responce
891,batch4.jpeg,0.718,1.887,0.484,91.161,0.492,1.833,889,522,86.82,0.488,3.895,0.257,0.947,892,432,R1,G4,Large_responce
1193,batch4.jpeg,0.643,1.786,0.458,89.199,0.492,1.756,177,1236,84.289,0.449,3.895,0.257,0.95,176,1166,R1,G7,Large_responce
857,batch3.jpeg,0.83,2.025,0.522,87.722,0.492,1.991,443,869,83.911,0.532,3.88,0.258,0.92,449,794,R1,G5,Large_responce
165,batch1.jpeg,0.833,2.027,0.523,156.886,0.492,1.976,429,804,157.203,0.53,3.873,0.258,0.924,434,801,R1,G5,Large_responce
1553,control_11.jpg,0.757,1.932,0.499,84.366,0.492,1.897,991,207,84.596,0.522,3.873,0.258,0.928,994,133,R1,G1,Control
60,batch1.jpeg,0.755,1.929,0.498,84.419,0.492,1.916,938,423,82.875,0.509,3.872,0.258,0.935,946,351,R1,G5,Large_responce
878,batch3.jpeg,0.83,2.025,0.522,89.138,0.492,2.011,724,971,86.236,0.528,3.879,0.258,0.937,728,895,R1,G5,Large_responce
255,batch5.jpeg,0.719,1.882,0.486,83.844,0.492,1.863,1080,1495,85.601,0.498,3.871,0.258,0.942,1084,1404,R1,G4,Control
178,batch1.jpeg,0.826,2.019,0.521,91.765,0.492,1.965,475,916,95.247,0.531,3.874,0.258,0.945,475,916,R1,G6,Large_responce
219,batch1.jpeg,0.654,1.796,0.463,86.316,0.492,1.784,852,1604,82.794,0.481,3.876,0.258,0.947,862,1517,R1,G4,Large_responce
144,batch7.jpeg,0.741,1.914,0.493,90.617,0.492,1.867,879,1103,94.917,0.48,3.882,0.258,0.95,879,1103,R1,G7,Large_responce
881,batch3.jpeg,0.804,1.991,0.514,90.682,0.492,1.943,723,439,94.715,0.499,3.876,0.258,0.955,723,439,R1,G6,Large_responce
861,Control 4.jpg,0.661,1.806,0.466,179.498,0.492,1.761,895,1553,177.669,0.45,3.875,0.258,0.961,913,1535,R1,G2,Control
77,batch1.jpeg,0.936,2.144,0.556,86.689,0.492,2.139,1082,451,82.626,0.553,3.856,0.259,0.917,1084,366,R1,G7,Large_responce
892,batch3.jpeg,0.802,1.987,0.514,88.262,0.492,1.953,111,1224,85.601,0.524,3.866,0.259,0.932,111,1146,R1,G7,Large_responce
346,batch4.jpeg,0.769,1.945,0.503,96.399,0.492,1.914,560,1785,94.97,0.509,3.864,0.259,0.933,560,1785,R1,G7,Control
31,batch6.jpeg,0.738,1.904,0.494,94.111,0.492,1.897,575,160,93.614,0.495,3.855,0.259,0.935,575,160,R1,G7,Control
1106,batch4.jpeg,0.774,1.949,0.506,92.3,0.492,1.921,736,1730,95.469,0.51,3.855,0.259,0.938,736,1730,R1,G4,Large_responce
199,batch1.jpeg,0.842,2.035,0.527,91.641,0.492,1.998,212,1078,87.709,0.539,3.861,0.259,0.941,211,978,R1,G6,Large_responce
317,batch4.jpeg,0.666,1.808,0.469,83.928,0.492,1.78,799,1800,86.143,0.477,3.854,0.259,0.945,803,1711,R1,G4,Control
1599,batch5.jpeg,0.826,2.015,0.522,93.594,0.492,1.974,618,328,97.556,0.531,3.859,0.259,0.95,618,328,R1,G6,Large_responce
441,Large 1.jpg,0.773,1.95,0.505,8.589,0.492,1.903,822,1508,11.185,0.504,3.86,0.259,0.951,954,1460,R1,G3,Large_responce
1271,batch4.jpeg,0.991,2.206,0.572,89.54,0.492,2.141,439,503,93.743,0.559,3.857,0.259,0.953,439,503,R1,G6,Large_responce
2174,batch6.jpeg,0.826,2.011,0.523,57.491,0.492,1.977,920,1768,56.952,0.544,3.846,0.26,0.924,963,1682,R1,G6,Large_responce
331,batch1.jpeg,0.764,1.934,0.503,88.122,0.492,1.898,391,1702,88.191,0.514,3.843,0.26,0.939,390,1607,R1,G6,Large_responce
504,batch2.jpeg,0.827,2.011,0.524,99.989,0.492,1.959,1036,1536,99.56,0.538,3.839,0.26,0.94,1036,1536,R1,G4,Large_responce
549,batch6.jpeg,0.821,2.004,0.522,86.974,0.492,1.952,1132,1564,82.126,0.525,3.841,0.26,0.94,1143,1470,R1,G7,Large_responce
1607,control_11.jpg,0.49,1.547,0.404,96.943,0.492,1.523,961,596,98.673,0.415,3.834,0.261,0.899,961,596,R1,G1,Control
519,control_3.jpg,0.541,1.626,0.424,75.651,0.492,1.582,637,1227,79.778,0.446,3.838,0.261,0.916,646,1166,R1,G1,Control
1557,C5.jpeg,0.69,1.834,0.479,87.143,0.492,1.832,624,302,87.546,0.471,3.826,0.261,0.936,626,232,R1,G5,Control
436,batch2.jpeg,0.623,1.744,0.455,80.088,0.492,1.702,1171,242,76.278,0.468,3.836,0.261,0.944,1191,156,R1,G7,Control
905,batch3.jpeg,0.877,2.067,0.54,88.948,0.492,2.007,491,657,84.289,0.539,3.827,0.261,0.949,487,557,R1,G6,Large_responce
755,batch2.jpeg,0.539,1.62,0.424,83.286,0.492,1.603,477,1619,79.634,0.439,3.822,0.262,0.925,491,1537,R1,G7,Control
2144,batch6.jpeg,0.643,1.769,0.463,106.303,0.492,1.711,802,1559,109.069,0.485,3.819,0.262,0.929,802,1559,R1,G6,Large_responce
201,batch5.jpeg,0.754,1.916,0.501,90.726,0.492,1.877,213,1217,94.399,0.514,3.823,0.262,0.933,213,1217,R1,G7,Large_responce
1658,batch7.jpeg,0.853,2.035,0.533,77.731,0.492,2.025,671,233,77.957,0.546,3.816,0.262,0.934,683,158,R1,G5,Large_responce
1463,batch4.jpeg,0.666,1.798,0.471,90.301,0.492,1.764,305,1475,95.194,0.479,3.814,0.262,0.935,305,1475,R1,G6,Large_responce
239,batch1.jpeg,0.74,1.895,0.497,96.831,0.492,1.856,878,1652,99.462,0.519,3.812,0.262,0.943,878,1652,R1,G4,Large_responce
160,Control 3.jpg,0.585,1.686,0.442,3.827,0.492,1.66,787,1953,3.18,0.441,3.815,0.262,0.944,912,1923,R1,G2,Control
2014,batch6.jpeg,0.769,1.933,0.507,86.967,0.492,1.898,504,945,88.191,0.512,3.815,0.262,0.949,506,850,R1,G6,Large_responce
908,Control 4.jpg,0.429,1.444,0.378,174.969,0.492,1.41,2589,1951,173.752,0.372,3.819,0.262,0.952,2603,1938,R1,G2,Control
2015,batch8.jpeg,0.831,2.006,0.527,154.2,0.492,1.996,940,1023,154.113,0.543,3.803,0.263,0.928,946,1021,R1,G5,Large_responce
763,batch2.jpeg,0.755,1.911,0.503,86.497,0.492,1.88,704,1701,93.045,0.517,3.8,0.263,0.931,704,1701,R1,G6,Large_responce
601,batch5.jpeg,0.672,1.804,0.474,90.846,0.492,1.787,958,1365,93.991,0.477,3.803,0.263,0.935,958,1365,R1,G7,Control
140,batch1.jpeg,0.591,1.689,0.445,87.382,0.492,1.661,612,791,84.685,0.448,3.796,0.263,0.936,619,705,R1,G7,Control
2088,batch6.jpeg,0.73,1.88,0.495,85.61,0.492,1.835,312,1314,81.87,0.502,3.801,0.263,0.937,324,1223,R1,G6,Large_responce
1626,batch5.jpeg,0.785,1.951,0.513,95.734,0.492,1.924,688,454,99.56,0.511,3.807,0.263,0.94,688,454,R1,G6,Large_responce
2027,batch6.jpeg,0.739,1.89,0.498,84.307,0.492,1.861,1303,964,80.74,0.495,3.799,0.263,0.94,1317,872,R1,G6,Large_responce
1898,batch6.jpeg,0.734,1.885,0.496,89.775,0.492,1.822,543,228,94.399,0.499,3.8,0.263,0.942,543,228,R1,G6,Large_responce
287,batch1.jpeg,0.853,2.034,0.534,91.741,0.492,2.009,538,1322,93.013,0.528,3.807,0.263,0.946,538,1322,R1,G5,Large_responce
1670,batch5.jpg,0.686,1.821,0.479,175.613,0.492,1.762,3264,856,177.073,0.477,3.8,0.263,0.949,3301,829,R1,G6,Control
1353,Control 7.jpg,0.89,2.074,0.546,2.958,0.492,2.029,558,1937,3.18,0.548,3.798,0.263,0.95,649,1903,R1,G2,Control
600,batch2.jpeg,0.684,1.817,0.479,94.818,0.492,1.811,359,1277,97.125,0.499,3.79,0.264,0.91,359,1277,R1,G7,Large_responce
402,batch2.jpeg,0.885,2.067,0.545,43.844,0.492,2.043,137,171,39.447,0.578,3.789,0.264,0.911,197,97,R1,G6,Large_responce
54,batch3.jpeg,0.588,1.686,0.444,10.163,0.492,1.673,1369,370,9.806,0.458,3.794,0.264,0.931,1422,351,R1,G4,Control
222,batch1.jpeg,0.765,1.923,0.507,90.398,0.492,1.906,799,1037,93.972,0.502,3.794,0.264,0.931,799,1037,R1,G5,Large_responce
875,batch4.jpeg,0.792,1.955,0.516,85.242,0.492,1.919,842,406,85.135,0.533,3.789,0.264,0.936,848,312,R1,G4,Large_responce
144,batch1.jpeg,0.712,1.852,0.489,89.934,0.492,1.839,620,722,92.49,0.479,3.785,0.264,0.937,620,722,R1,G6,Large_responce
288,batch4.jpeg,0.775,1.933,0.511,78.513,0.492,1.935,475,1650,75.677,0.528,3.787,0.264,0.938,488,1555,R1,G4,Control
304,batch3.jpeg,0.785,1.947,0.513,6.688,0.492,1.938,557,1139,9.067,0.524,3.795,0.264,0.942,621,1117,R1,G4,Control
359,batch1.jpeg,0.793,1.957,0.516,80.124,0.492,1.911,1111,1820,79.16,0.52,3.794,0.264,0.945,1128,1726,R1,G6,Large_responce
753,batch2.jpeg,0.881,2.06,0.545,77.699,0.492,2.019,328,1783,75.689,0.56,3.782,0.264,0.945,352,1685,R1,G6,Large_responce
140,Control 3.jpg,0.69,1.824,0.482,175.245,0.492,1.806,3633,1772,172.513,0.471,3.786,0.264,0.946,3686,1755,R1,G2,Control
18,batch1.jpeg,0.668,1.793,0.474,90.507,0.492,1.774,762,37,94.351,0.462,3.783,0.264,0.949,762,37,R1,G7,Control
1523,Control 6.jpg,0.864,2.041,0.539,4.245,0.492,1.997,1109,1220,2.643,0.545,3.786,0.264,0.952,1264,1181,R1,G2,Control
1057,batch3.jpg,0.598,1.699,0.448,3.44,0.492,1.662,284,2021,2.759,0.445,3.79,0.264,0.954,410,1992,R1,G6,Control
1215,batch4.jpeg,0.778,1.932,0.513,94.136,0.492,1.925,1168,248,95.356,0.514,3.769,0.265,0.927,1168,248,R1,G6,Large_responce
305,batch4.jpeg,0.694,1.825,0.484,87.653,0.492,1.813,631,1677,84.094,0.491,3.772,0.265,0.927,629,1590,R1,G7,Control
894,batch3.jpeg,0.624,1.73,0.459,78.365,0.492,1.698,933,1536,76.908,0.479,3.767,0.265,0.93,944,1449,R1,G7,Control
545,batch6.jpeg,0.783,1.94,0.514,92.495,0.492,1.893,804,1463,91.868,0.517,3.772,0.265,0.933,804,1463,R1,G7,Large_responce
1345,batch5.jpeg,0.747,1.896,0.502,98.836,0.492,1.853,493,1320,98.842,0.503,3.779,0.265,0.936,493,1320,R1,G4,Large_responce
1879,batch6.jpeg,0.762,1.913,0.507,93.741,0.492,1.862,595,117,94.304,0.518,3.772,0.265,0.942,595,117,R1,G6,Large_responce
97,Large 4.jpg,0.699,1.833,0.485,179.808,0.492,1.785,2699,1204,3.386,0.482,3.777,0.265,0.944,2722,1174,R1,G3,Large_responce
903,batch3.jpg,0.576,1.665,0.441,178.443,0.492,1.64,1627,1099,178.952,0.435,3.78,0.265,0.947,1716,1080,R1,G6,Control
446,batch2.jpeg,0.725,1.867,0.494,91.756,0.492,1.826,306,334,95.648,0.497,3.778,0.265,0.947,306,334,R1,G6,Large_responce
251,batch6.jpeg,0.795,1.955,0.517,91.979,0.492,1.922,989,1228,96.089,0.51,3.78,0.265,0.948,989,1228,R1,G4,Large_responce
1459,batch4.jpg,0.754,1.904,0.504,1.815,0.492,1.856,169,2015,4.635,0.5,3.776,0.265,0.957,298,1985,R1,G6,Control
324,batch1.jpeg,0.646,1.759,0.468,75.757,0.492,1.723,1075,1765,78.179,0.485,3.762,0.266,0.92,1091,1679,R1,G4,Control
1709,C5.jpeg,0.826,1.987,0.529,87.341,0.492,1.961,168,695,91.528,0.54,3.756,0.266,0.931,168,695,R1,G5,Control
734,batch3.jpeg,0.951,2.132,0.568,91.531,0.492,2.144,981,221,94.236,0.574,3.755,0.266,0.932,981,221,R1,G5,Large_responce
1226,Large 2.jpg,0.538,1.604,0.427,177.477,0.492,1.583,1169,2393,2.672,0.417,3.762,0.266,0.949,1215,2376,R1,G3,Large_responce
792,batch3.jpeg,0.8,1.959,0.52,88.894,0.492,1.919,552,1650,85.135,0.508,3.766,0.266,0.951,559,1556,R1,G4,Large_responce
150,batch4.jpeg,0.538,1.601,0.428,88.746,0.492,1.579,427,839,93.764,0.435,3.738,0.267,0.909,427,839,R1,G7,Control
1358,batch4.jpeg,0.675,1.795,0.478,92.75,0.492,1.779,1318,946,92.573,0.497,3.752,0.267,0.913,1318,946,R1,G6,Large_responce
579,C2.jpeg,0.665,1.782,0.475,95.89,0.492,1.749,332,805,99.462,0.487,3.751,0.267,0.922,332,805,R1,G5,Control
226,C1.jpeg,0.642,1.749,0.467,93.067,0.492,1.712,570,863,97.017,0.488,3.744,0.267,0.925,570,863,R1,G5,Control
349,batch1.jpeg,0.714,1.845,0.493,89.286,0.492,1.827,754,1626,91.206,0.5,3.746,0.267,0.936,754,1626,R1,G7,Control
983,batch3.jpg,0.531,1.592,0.425,179.41,0.492,1.543,2467,1565,176.285,0.43,3.75,0.267,0.949,2579,1545,R1,G6,Control
